property_id,property_type,market,acquisition_date,hold_years,acquisition_price,going_in_cap_rate,going_in_noi,current_revenue,current_noi,noi_margin,occupancy_pct,same_property_noi_growth_pct,current_cap_rate,implied_current_value,leverage_pct,debt_balance,interest_rate_pct,interest_coverage,annual_capex,equity_invested,cash_on_cash_pct,irr_pct,equity_multiple,recommendation,cluster,segment,next_year_noi_growth_pct_actual,predicted_next_year_noi_growth_pct,value_captured_pctile,forward_growth_pctile,value_creation_score
P0171,Industrial,Austin,2019-11-14,6.1,24167735.0,0.0498,1204541.0,2135915.0,1342258.0,0.6284,85.0,1.78,0.0537,24987817.0,0.5937,14349260.0,5.06,1.85,49471.0,9818475.0,5.77,6.24,1.38,Hold,1,Mature / Harvest Candidate,1.28,2.09,48.4,39.6,44.0
P0172,Office,Atlanta,2024-10-25,1.2,44460446.0,0.0825,3666987.0,5609408.0,3847380.0,0.6859,86.5,4.13,0.0835,46080309.0,0.5978,26576674.0,6.76,2.14,352299.0,17883772.0,9.49,13.4,1.13,Hold,1,Mature / Harvest Candidate,0.56,2.34,59.8,41.199999999999996,50.5
P0173,Retail,Austin,2019-04-03,6.8,19874036.0,0.0719,1428405.0,3365475.0,1917220.0,0.5697,85.7,4.45,0.0662,28950401.0,0.7097,14104903.0,6.75,2.01,163013.0,5769133.0,13.91,23.99,3.45,Sell,0,Value-Add Opportunity,3.41,3.34,88.2,60.199999999999996,74.2
P0174,Multifamily,Dallas,2020-12-20,5.0,29771623.0,0.065,1934546.0,3186595.0,2157306.0,0.677,91.2,2.19,0.0546,39531529.0,0.659,19620642.0,5.18,2.12,178657.0,10150981.0,9.48,21.1,2.36,Sell,1,Mature / Harvest Candidate,3.4,2.99,97.2,51.800000000000004,74.5
P0175,Industrial,Miami,2024-06-11,1.6,18015326.0,0.0562,1011621.0,1412265.0,968610.0,0.6859,100.0,-2.75,0.0669,14471976.0,0.5422,9767873.0,6.76,1.47,30347.0,8247453.0,3.38,-22.86,0.6,Sell,1,Mature / Harvest Candidate,0.42,0.07,16.8,17.2,17.0
P0176,Multifamily,Atlanta,2019-01-20,7.0,24344512.0,0.0533,1297925.0,3781746.0,2322357.0,0.6141,96.9,8.73,0.0629,36906629.0,0.6373,15513670.0,7.33,2.04,102480.0,8830842.0,12.26,22.0,3.2,Sell,0,Value-Add Opportunity,7.68,5.91,20.4,98.4,59.4
P0177,Industrial,Austin,2024-11-20,1.1,23610162.0,0.0595,1404717.0,2734201.0,1405126.0,0.5139,98.2,0.03,0.0626,22463247.0,0.6549,15461717.0,5.2,1.75,155698.0,8148445.0,5.46,-14.13,0.86,Sell,0,Value-Add Opportunity,1.58,1.77,52.2,33.6,42.9
P0178,Multifamily,Denver,2019-10-14,6.2,24386349.0,0.0615,1498900.0,2371109.0,1398027.0,0.5896,100.0,-1.11,0.056,24963266.0,0.6998,17065822.0,5.37,1.53,61727.0,7320528.0,5.74,5.9,1.36,Hold,0,Value-Add Opportunity,3.15,1.27,86.8,27.200000000000003,57.0
P0179,Mixed-Use,Chicago,2019-02-04,6.9,26606705.0,0.0644,1714223.0,3451179.0,2363539.0,0.6848,81.5,4.76,0.0608,38876698.0,0.7306,19439866.0,6.91,1.76,187275.0,7166839.0,11.61,22.95,3.42,Sell,1,Mature / Harvest Candidate,3.37,3.06,76.8,52.800000000000004,64.8
P0180,Office,New York,2022-12-03,3.1,47459542.0,0.0797,3781298.0,7018484.0,4343435.0,0.6189,82.5,4.6,0.0858,50605504.0,0.5489,26052603.0,6.32,2.64,123927.0,21406939.0,12.02,14.9,1.46,Hold,3,Core Stabilized,5.77,3.54,35.199999999999996,65.60000000000001,50.4
P0181,Multifamily,Chicago,2019-02-20,6.9,28169710.0,0.0556,1567571.0,4227414.0,2409774.0,0.57,93.4,6.46,0.0508,47390901.0,0.5632,15866307.0,6.54,2.32,261945.0,12303403.0,9.02,20.38,3.12,Sell,3,Core Stabilized,6.15,4.91,83.8,87.6,85.7
P0182,Office,Dallas,2019-07-18,6.5,95455387.0,0.0791,7552397.0,12624334.0,7508465.0,0.5948,77.9,-0.09,0.0855,87801243.0,0.532,50779359.0,6.37,2.32,256899.0,44676028.0,8.99,5.97,1.33,Reposition,3,Core Stabilized,-1.82,-0.94,34.8,11.200000000000001,23.0
P0183,Mixed-Use,Los Angeles,2019-09-15,6.3,10095616.0,0.0623,629173.0,1193915.0,790409.0,0.662,96.7,3.69,0.0673,11739772.0,0.6036,6093902.0,6.41,2.02,66914.0,4001714.0,8.31,12.59,1.85,Hold,1,Mature / Harvest Candidate,1.65,3.13,41.6,54.400000000000006,48.0
P0184,Hospitality,New York,2022-07-17,3.5,94924953.0,0.0832,7894390.0,13799591.0,8932981.0,0.6473,73.6,3.63,0.0841,106203870.0,0.6526,61952304.0,5.04,2.86,793651.0,32972649.0,15.22,22.66,1.73,Hold,3,Core Stabilized,3.15,2.35,60.6,41.6,51.1
P0185,Multifamily,Seattle,2024-01-08,2.0,59666964.0,0.0584,3487044.0,6305263.0,3833937.0,0.6081,96.8,4.9,0.0461,83196691.0,0.6891,41117305.0,6.94,1.34,195870.0,18549659.0,4.23,51.17,2.26,Sell,0,Value-Add Opportunity,4.1,5.12,98.4,89.60000000000001,94.0
P0186,Industrial,Denver,2020-04-18,5.7,8510994.0,0.0518,441218.0,927664.0,558137.0,0.6017,100.0,4.2,0.063,8860499.0,0.6147,5231567.0,7.04,1.52,52543.0,3279427.0,4.19,4.97,1.3,Hold,0,Value-Add Opportunity,4.86,4.47,13.600000000000001,80.4,47.0
P0187,Industrial,Seattle,2024-03-27,1.8,20220765.0,0.0588,1188937.0,2113684.0,1269081.0,0.6004,92.4,3.76,0.0557,22780531.0,0.5976,12084145.0,5.92,1.78,106126.0,8136620.0,5.51,17.4,1.37,Hold,0,Value-Add Opportunity,4.28,3.62,75.2,66.4,70.8
P0188,Retail,Atlanta,2019-11-02,6.2,14949103.0,0.0638,953742.0,1860193.0,1067527.0,0.5739,82.1,1.84,0.072,14835625.0,0.6306,9427249.0,6.07,1.87,63662.0,5521854.0,7.82,6.78,1.4,Hold,0,Value-Add Opportunity,1.98,1.97,24.4,37.2,30.8
P0189,Retail,New York,2023-03-07,2.8,8905027.0,0.0752,669393.0,958336.0,671572.0,0.7008,80.7,0.12,0.0793,8469140.0,0.5615,5000529.0,4.88,2.75,23794.0,3904498.0,10.35,5.45,1.16,Hold,3,Core Stabilized,-0.05,0.13,47.199999999999996,18.0,32.6
P0190,Multifamily,Seattle,2024-10-01,1.3,21689485.0,0.0429,929630.0,1583845.0,956459.0,0.6039,79.2,2.3,0.0503,19006593.0,0.7663,16619952.0,6.51,0.88,9103.0,5069533.0,-2.66,-63.08,0.37,Sell,0,Value-Add Opportunity,0.87,1.8,28.199999999999996,34.4,31.3
P0191,Office,Seattle,2023-03-02,2.8,25825815.0,0.0746,1927806.0,2394630.0,1630403.0,0.6809,90.4,-5.73,0.0779,20935116.0,0.5075,13105664.0,6.56,1.9,124504.0,12720151.0,5.08,-10.38,0.74,Sell,2,Distressed / Turnaround,-4.34,-3.68,51.2,2.6,26.9
P0192,Hospitality,Austin,2019-08-12,6.4,132088005.0,0.0843,11130167.0,17316651.0,12053528.0,0.6961,62.3,1.25,0.0849,142046887.0,0.6329,83602704.0,6.05,2.38,237306.0,48485301.0,13.94,15.59,1.98,Hold,2,Distressed / Turnaround,2.37,1.16,61.6,26.0,43.8
P0193,Hospitality,Chicago,2024-11-02,1.2,87809736.0,0.0914,8025208.0,11844033.0,7934502.0,0.6699,68.5,-0.97,0.0904,87767308.0,0.7617,66880499.0,7.0,1.69,555567.0,20929237.0,12.89,4.3,1.04,Reposition,2,Distressed / Turnaround,0.25,-0.14,69.6,15.6,42.6
P0194,Industrial,Austin,2022-03-10,3.8,45323759.0,0.0576,2610898.0,4487675.0,2685510.0,0.5984,93.1,0.74,0.0678,39589796.0,0.6205,28122304.0,5.83,1.64,178300.0,17201455.0,5.04,-5.22,0.82,Sell,0,Value-Add Opportunity,0.21,1.52,18.0,32.2,25.1
P0195,Multifamily,New York,2020-12-04,5.1,45904903.0,0.0487,2234137.0,4145915.0,2654159.0,0.6402,95.2,3.45,0.0491,54076235.0,0.6067,27850379.0,6.55,1.45,242880.0,18054524.0,3.25,9.72,1.56,Hold,1,Mature / Harvest Candidate,3.86,3.73,62.0,67.60000000000001,64.8
P0196,Multifamily,New York,2023-05-09,2.7,18196150.0,0.0633,1151579.0,2198197.0,1360223.0,0.6188,98.7,6.48,0.056,24295419.0,0.595,10826324.0,5.28,2.38,85640.0,7369826.0,9.53,28.83,2.05,Sell,3,Core Stabilized,5.82,5.52,92.4,92.80000000000001,92.6
P0197,Industrial,Dallas,2023-02-20,2.9,18463461.0,0.0493,910469.0,1861476.0,1070004.0,0.5748,100.0,5.8,0.0581,18404314.0,0.6074,11214200.0,6.08,1.57,71501.0,7249261.0,4.37,2.45,1.07,Hold,0,Value-Add Opportunity,3.5,5.83,22.400000000000002,98.0,60.2
P0198,Hospitality,Austin,2021-02-03,4.9,70247201.0,0.0688,4833511.0,6733749.0,4284132.0,0.6362,65.9,-2.43,0.0856,50062184.0,0.7161,50303978.0,5.96,1.43,401583.0,19943223.0,4.43,-57.89,0.16,Reposition,2,Distressed / Turnaround,-0.64,0.29,3.2,18.4,10.8
P0199,Hospitality,Phoenix,2018-10-05,7.2,29852521.0,0.0846,2526720.0,4195187.0,2353702.0,0.561,68.8,-0.97,0.0966,24371149.0,0.4652,13886487.0,6.28,2.7,216896.0,15966034.0,7.92,3.05,1.18,Reposition,3,Core Stabilized,0.03,0.38,12.4,19.6,16.0
P0200,Industrial,Chicago,2023-07-28,2.4,34279690.0,0.055,1884960.0,3186222.0,2164668.0,0.6794,97.0,5.85,0.054,40095267.0,0.7273,24933002.0,5.8,1.5,163527.0,9346688.0,5.93,29.32,1.65,Hold,1,Mature / Harvest Candidate,3.17,4.75,69.6,85.2,77.4
P0201,Industrial,New York,2018-06-14,7.6,21282628.0,0.0519,1103985.0,2000931.0,1194094.0,0.5968,93.3,1.04,0.061,19570512.0,0.5203,11073841.0,5.99,1.8,108821.0,10208787.0,4.13,1.7,1.12,Hold,3,Core Stabilized,2.62,1.45,22.0,29.599999999999998,25.8
P0202,Office,Dallas,2019-08-13,6.4,37309653.0,0.0823,3068724.0,4263354.0,2686160.0,0.6301,87.3,-2.06,0.0899,29889142.0,0.6013,22435575.0,6.76,1.77,60917.0,14874078.0,7.45,-1.99,0.91,Sell,2,Distressed / Turnaround,-0.91,-0.87,26.400000000000002,12.8,19.6
P0203,Multifamily,Austin,2021-12-27,4.0,45659692.0,0.0535,2441095.0,4571689.0,2899202.0,0.6342,96.4,4.38,0.0583,49692254.0,0.59,26937067.0,5.75,1.87,274922.0,18722625.0,5.74,9.28,1.39,Hold,1,Mature / Harvest Candidate,5.65,4.67,42.6,83.0,62.8
P0204,Hospitality,Chicago,2020-03-15,5.8,68680467.0,0.0786,5399351.0,8429457.0,5117142.0,0.6071,75.1,-0.92,0.0864,59231711.0,0.6612,45411438.0,4.81,2.34,482581.0,23269030.0,10.52,3.55,1.17,Reposition,2,Distressed / Turnaround,1.45,0.96,25.2,23.200000000000003,24.2
P0205,Industrial,Austin,2019-12-23,6.0,20036803.0,0.0503,1008215.0,1940146.0,1259804.0,0.6493,99.6,3.76,0.0612,20574206.0,0.5081,10181327.0,7.5,1.65,47856.0,9855476.0,4.55,4.74,1.29,Hold,1,Mature / Harvest Candidate,1.69,2.98,14.6,51.0,32.8
P0206,Office,Seattle,2018-09-19,7.3,80344801.0,0.0832,6687479.0,7814816.0,4659621.0,0.5963,84.2,-4.84,0.0864,53909959.0,0.6524,52413099.0,7.21,1.23,313518.0,27931703.0,2.04,-30.77,0.16,Sell,2,Distressed / Turnaround,-4.54,-3.78,51.6,1.2,26.4
P0207,Office,Dallas,2019-04-09,6.7,26209733.0,0.0819,2146609.0,2634194.0,1747959.0,0.6636,77.3,-3.0,0.0891,19623114.0,0.7617,19963997.0,5.07,1.73,116468.0,6245735.0,9.93,-14.19,0.58,Reposition,2,Distressed / Turnaround,-1.49,-2.02,28.999999999999996,4.8,16.9
P0208,Industrial,Chicago,2021-11-14,4.1,32655772.0,0.0574,1874603.0,4036467.0,2230960.0,0.5527,85.9,4.3,0.0586,38053301.0,0.5246,17130494.0,6.65,1.96,170783.0,15525278.0,5.93,12.16,1.54,Hold,3,Core Stabilized,4.63,4.04,59.0,74.6,66.8
P0209,Office,Miami,2018-10-24,7.2,60534480.0,0.0891,5392401.0,5738644.0,3594222.0,0.6263,78.8,-5.48,0.0905,39721177.0,0.6333,38335241.0,5.7,1.65,296557.0,22199239.0,5.02,-18.9,0.38,Sell,2,Distressed / Turnaround,-2.86,-3.7,58.199999999999996,2.0,30.1
P0210,Multifamily,Atlanta,2018-09-29,7.3,27411501.0,0.0456,1249402.0,2333439.0,1672951.0,0.7169,88.4,4.1,0.0525,31852648.0,0.5737,15724916.0,6.31,1.69,171805.0,11686585.0,4.35,8.0,1.63,Hold,1,Mature / Harvest Candidate,9.37,4.83,30.2,86.2,58.2
P0211,Retail,Atlanta,2022-01-18,4.0,21188070.0,0.0588,1246851.0,2361288.0,1345895.0,0.57,84.3,1.95,0.0725,18561916.0,0.6498,13768264.0,6.34,1.54,157345.0,7419806.0,4.26,-6.95,0.77,Sell,0,Value-Add Opportunity,2.94,2.77,6.800000000000001,47.4,27.1
P0212,Industrial,Chicago,2018-06-10,7.6,12839124.0,0.0538,691368.0,1691806.0,991589.0,0.5861,99.1,4.88,0.0599,16558792.0,0.6213,7977465.0,5.91,2.1,31731.0,4861658.0,10.04,15.1,2.5,Hold,0,Value-Add Opportunity,5.82,5.37,35.8,92.0,63.9
P0213,Industrial,Austin,2024-09-17,1.3,38094402.0,0.0577,2199056.0,3585177.0,2314933.0,0.6457,100.0,4.06,0.0645,35888090.0,0.5751,21907935.0,5.47,1.93,205938.0,16186467.0,5.62,-12.44,0.88,Sell,1,Mature / Harvest Candidate,5.12,4.3,31.0,78.60000000000001,54.8
P0214,Multifamily,Dallas,2024-11-15,1.1,29174202.0,0.0535,1559654.0,2659810.0,1672965.0,0.629,93.1,6.41,0.0538,31099219.0,0.6542,19084335.0,5.55,1.58,190386.0,10089867.0,4.2,17.12,1.17,Hold,0,Value-Add Opportunity,6.16,5.78,62.6,97.6,80.1
P0215,Industrial,Atlanta,2024-01-31,1.9,18480060.0,0.0566,1045095.0,1761436.0,1122971.0,0.6375,97.2,3.81,0.0529,21225029.0,0.7463,13791750.0,5.37,1.52,92891.0,4688311.0,6.18,27.9,1.62,Hold,0,Value-Add Opportunity,3.2,3.75,77.60000000000001,68.60000000000001,73.1
P0216,Multifamily,Dallas,2022-02-17,3.9,54067892.0,0.0541,2925740.0,4888144.0,3150210.0,0.6445,100.0,1.93,0.059,53350270.0,0.6066,32799569.0,5.43,1.77,326624.0,21268323.0,4.89,2.89,1.11,Hold,1,Mature / Harvest Candidate,3.85,3.38,42.0,61.8,51.9
P0217,Multifamily,Atlanta,2021-07-01,4.5,22501097.0,0.0445,1001091.0,1778520.0,1159125.0,0.6517,94.7,3.31,0.0504,23008986.0,0.6704,15084354.0,6.05,1.27,151611.0,7416743.0,1.29,1.41,1.07,Hold,0,Value-Add Opportunity,2.46,3.73,37.4,67.60000000000001,52.5
P0218,Industrial,Seattle,2019-05-18,6.6,11867733.0,0.0667,791134.0,1604103.0,1083547.0,0.6755,100.0,4.86,0.0574,18882087.0,0.5295,6283619.0,5.53,3.12,105027.0,5584114.0,11.3,20.39,2.98,Sell,3,Core Stabilized,3.89,4.73,95.39999999999999,84.39999999999999,89.9
P0219,Industrial,Austin,2023-04-18,2.7,11020302.0,0.0575,633746.0,1089613.0,697887.0,0.6405,99.0,3.62,0.0576,12112445.0,0.553,6094772.0,6.65,1.72,54466.0,4925530.0,4.84,10.05,1.32,Hold,1,Mature / Harvest Candidate,2.86,3.32,65.2,59.199999999999996,62.2
P0220,Hospitality,Seattle,2019-10-30,6.2,74465666.0,0.0887,6605386.0,11985840.0,7286637.0,0.6079,57.7,1.6,0.0915,79637334.0,0.6531,48631176.0,7.29,2.06,789888.0,25834490.0,11.43,13.09,1.82,Hold,2,Distressed / Turnaround,1.48,1.52,54.0,32.2,43.1
P0221,Industrial,Atlanta,2021-07-05,4.5,12652302.0,0.0601,759851.0,1256538.0,821310.0,0.6536,100.0,1.75,0.0515,15960990.0,0.7239,9158851.0,5.64,1.59,60185.0,3493451.0,7.01,22.41,2.14,Sell,0,Value-Add Opportunity,5.75,3.5,94.8,63.2,79.0
P0222,Retail,Miami,2020-04-22,5.7,43283385.0,0.0707,3061889.0,4366718.0,3122177.0,0.715,90.7,0.34,0.0836,37368524.0,0.6449,27913149.0,6.29,1.78,198590.0,15370236.0,7.6,0.45,1.02,Hold,1,Mature / Harvest Candidate,-1.36,0.37,8.200000000000001,19.2,13.7
P0223,Office,Miami,2024-03-05,1.8,15890124.0,0.0814,1293752.0,1920292.0,1177847.0,0.6134,85.0,-5.01,0.0922,12771552.0,0.5981,9503660.0,6.5,1.91,72917.0,6386464.0,7.63,-22.06,0.62,Sell,2,Distressed / Turnaround,-2.36,-3.68,15.2,2.6,8.9
P0224,Multifamily,Seattle,2023-04-04,2.7,74736163.0,0.0547,4087041.0,8699080.0,4969554.0,0.5713,97.7,7.37,0.0549,90531729.0,0.62,46332714.0,6.48,1.66,663464.0,28403449.0,4.59,18.33,1.63,Hold,0,Value-Add Opportunity,3.52,4.88,64.4,86.8,75.6
P0225,Multifamily,Miami,2024-11-07,1.2,35560826.0,0.0559,1986297.0,2937409.0,1983791.0,0.6754,92.0,-0.11,0.0538,36886866.0,0.5325,18935125.0,6.16,1.7,84102.0,16625701.0,4.41,7.95,1.08,Hold,1,Mature / Harvest Candidate,1.0,0.66,72.8,22.0,47.4
P0226,Multifamily,Atlanta,2023-01-07,3.0,30489408.0,0.06,1828600.0,3092446.0,1898703.0,0.614,84.4,1.27,0.0551,34432835.0,0.6623,20193625.0,6.69,1.4,233935.0,10295783.0,3.04,12.37,1.41,Hold,0,Value-Add Opportunity,3.94,2.43,84.8,42.0,63.4
P0227,Mixed-Use,Chicago,2023-07-26,2.4,28937161.0,0.0662,1915036.0,3781935.0,1933955.0,0.5114,84.5,0.4,0.0701,27594622.0,0.6818,19728295.0,6.49,1.51,207996.0,9208866.0,4.85,-5.74,0.89,Sell,0,Value-Add Opportunity,1.43,1.29,48.4,27.800000000000004,38.1
P0228,Multifamily,Seattle,2023-09-16,2.3,39068009.0,0.0563,2197733.0,3730549.0,2471008.0,0.6624,87.0,5.24,0.0566,43672153.0,0.5884,22985807.0,5.11,2.1,63471.0,16082202.0,7.67,18.29,1.39,Hold,1,Mature / Harvest Candidate,3.09,4.04,63.4,74.6,69.0
P0229,Hospitality,Los Angeles,2024-12-05,1.1,53974722.0,0.0815,4396866.0,7472417.0,4432889.0,0.5932,65.9,0.76,0.0882,50246738.0,0.5871,31688400.0,6.8,2.06,391203.0,22286322.0,8.47,-12.76,0.87,Reposition,2,Distressed / Turnaround,-0.1,0.72,32.2,22.8,27.5
P0230,Industrial,Austin,2019-03-09,6.8,41666805.0,0.0666,2776705.0,6985794.0,4299570.0,0.6155,99.1,6.62,0.0604,71234088.0,0.6386,26608900.0,6.81,2.37,34929.0,15057905.0,16.29,27.7,4.01,Sell,0,Value-Add Opportunity,6.14,5.6,90.4,93.60000000000001,92.0
P0231,Industrial,Miami,2024-01-03,2.0,25410632.0,0.0539,1370691.0,2231961.0,1420864.0,0.6366,100.0,1.82,0.0592,23996772.0,0.5894,14977779.0,5.49,1.73,128360.0,10432853.0,4.51,-4.79,0.91,Sell,1,Mature / Harvest Candidate,1.53,2.88,40.0,48.4,44.2
P0232,Retail,Miami,2023-07-26,2.4,19404842.0,0.0788,1529211.0,2592038.0,1631753.0,0.6295,90.8,2.7,0.0704,23179984.0,0.6154,11941172.0,6.13,2.23,162533.0,7463671.0,9.88,29.23,1.64,Hold,1,Mature / Harvest Candidate,2.86,3.18,94.39999999999999,55.400000000000006,74.9
P0233,Retail,New York,2021-05-07,4.7,15007734.0,0.0678,1016910.0,1545040.0,1012731.0,0.6555,79.6,-0.09,0.0702,14422186.0,0.767,11510640.0,6.65,1.32,51223.0,3497094.0,5.62,0.69,1.03,Hold,2,Distressed / Turnaround,1.09,1.5,54.400000000000006,31.2,42.8
P0234,Retail,Phoenix,2022-08-03,3.4,17494717.0,0.0594,1039455.0,2214888.0,1325003.0,0.5982,91.1,7.36,0.0755,17541555.0,0.6027,10544209.0,5.93,2.12,105143.0,6950508.0,8.55,7.19,1.21,Hold,3,Core Stabilized,4.21,4.97,3.5999999999999996,88.4,46.0
P0235,Multifamily,Seattle,2022-03-08,3.8,37324009.0,0.0528,1969537.0,3054062.0,1971871.0,0.6457,100.0,0.03,0.0564,34978245.0,0.5949,22204657.0,6.96,1.28,256795.0,15119352.0,1.12,-4.24,0.84,Sell,1,Mature / Harvest Candidate,4.74,2.68,50.4,46.800000000000004,48.6
P0236,Industrial,Denver,2022-03-12,3.8,10205937.0,0.0539,550240.0,1063222.0,645400.0,0.607,90.7,4.27,0.0482,13379366.0,0.5747,5865067.0,7.99,1.38,37091.0,4340870.0,3.22,16.36,1.8,Hold,0,Value-Add Opportunity,4.79,4.74,87.6,84.8,86.2
P0237,Multifamily,Miami,2020-06-30,5.5,16307795.0,0.057,930260.0,1812733.0,1190857.0,0.6569,92.1,4.58,0.0566,21031114.0,0.6721,10960362.0,5.47,1.99,43183.0,5347433.0,10.25,18.63,2.42,Sell,1,Mature / Harvest Candidate,1.4,4.62,68.0,81.6,74.8
P0238,Office,Austin,2022-06-28,3.5,65254469.0,0.0741,4834329.0,7307804.0,4755688.0,0.6508,76.1,-0.47,0.0888,53567746.0,0.6073,39629973.0,5.0,2.4,545405.0,25624496.0,8.71,-4.64,0.85,Reposition,2,Distressed / Turnaround,-0.56,-0.92,4.3999999999999995,11.600000000000001,8.0
P0239,Industrial,Los Angeles,2018-05-28,7.6,26140519.0,0.0553,1446169.0,3167150.0,1815499.0,0.5732,89.5,3.04,0.0599,30296107.0,0.5745,15018875.0,6.34,1.91,266838.0,11121643.0,5.36,8.32,1.75,Hold,0,Value-Add Opportunity,2.3,3.12,43.8,54.0,48.9
P0240,Multifamily,Miami,2020-02-23,5.9,29187608.0,0.0407,1186849.0,2054661.0,1385456.0,0.6743,97.5,2.68,0.0524,26416849.0,0.7125,20795916.0,6.68,1.0,92612.0,8391692.0,-1.14,-9.41,0.54,Sell,0,Value-Add Opportunity,4.39,3.53,13.200000000000001,64.8,39.0
P0241,Mixed-Use,Los Angeles,2020-10-23,5.2,38351864.0,0.0623,2388790.0,4534035.0,2689598.0,0.5932,85.2,2.31,0.0725,37099717.0,0.7194,27589265.0,5.92,1.65,295752.0,10762599.0,7.08,3.63,1.17,Hold,0,Value-Add Opportunity,1.28,2.49,18.4,44.0,31.2
P0242,Mixed-Use,Atlanta,2019-10-14,6.2,45212654.0,0.0505,2281282.0,3867573.0,2554156.0,0.6604,88.9,1.83,0.0718,35578112.0,0.578,26131574.0,7.26,1.35,277806.0,19081081.0,1.98,-9.43,0.58,Sell,1,Mature / Harvest Candidate,1.97,2.49,0.4,44.0,22.2
P0243,Hospitality,Atlanta,2021-09-04,4.3,41990918.0,0.0725,3044198.0,5629950.0,3593960.0,0.6384,63.8,3.91,0.0829,43348512.0,0.4893,20547928.0,5.03,3.48,169745.0,21442989.0,11.15,11.63,1.47,Hold,3,Core Stabilized,3.34,2.64,17.599999999999998,46.0,31.8
P0244,Multifamily,Phoenix,2020-06-22,5.5,21684193.0,0.0566,1226512.0,2709003.0,1928564.0,0.7119,89.9,8.53,0.0556,34668809.0,0.6905,14973498.0,6.65,1.94,95611.0,6710695.0,12.47,27.68,3.58,Sell,1,Mature / Harvest Candidate,7.62,5.57,69.6,93.2,81.4
P0245,Office,Chicago,2023-09-05,2.3,49629485.0,0.0827,4105093.0,6297470.0,3834068.0,0.6088,81.1,-2.89,0.0841,45582145.0,0.5721,28391833.0,5.62,2.4,438414.0,21237652.0,8.48,-3.39,0.94,Sell,2,Distressed / Turnaround,-3.84,-2.26,58.199999999999996,4.0,31.1
P0246,Mixed-Use,Denver,2019-04-28,6.7,23298751.0,0.0676,1573895.0,2405605.0,1449459.0,0.6025,83.4,-1.22,0.0625,23198201.0,0.6753,15734667.0,7.48,1.23,189322.0,7564084.0,1.11,0.04,1.0,Hold,2,Distressed / Turnaround,-0.02,0.65,85.2,21.6,53.4
P0247,Multifamily,New York,2023-01-19,3.0,39246500.0,0.0462,1813115.0,3175973.0,1966020.0,0.619,100.0,2.78,0.0515,38180231.0,0.4821,18920453.0,7.69,1.35,178673.0,20326048.0,1.63,-1.41,0.96,Sell,1,Mature / Harvest Candidate,2.59,3.34,40.0,60.199999999999996,50.1
P0248,Mixed-Use,Phoenix,2022-02-04,3.9,16220800.0,0.0647,1049708.0,2400367.0,1451840.0,0.6048,83.2,8.65,0.0714,20319787.0,0.6825,11070401.0,5.49,2.39,65779.0,5150399.0,15.12,27.18,2.32,Sell,3,Core Stabilized,4.96,4.27,31.6,77.60000000000001,54.6
P0249,Mixed-Use,Dallas,2019-08-05,6.4,63571419.0,0.065,4130768.0,6335760.0,4181583.0,0.66,87.6,0.19,0.0718,58229182.0,0.5352,34024565.0,5.66,2.17,536900.0,29546853.0,5.82,2.36,1.13,Hold,1,Mature / Harvest Candidate,3.7,2.17,31.0,40.0,35.5
P0250,Hospitality,New York,2021-06-15,4.6,69660394.0,0.075,5227999.0,12423497.0,6698557.0,0.5392,76.5,5.6,0.0881,76074716.0,0.6712,46752817.0,6.79,2.11,427127.0,22907578.0,13.52,16.59,1.89,Sell,0,Value-Add Opportunity,4.13,3.8,7.6,69.6,38.6
